amount,payment_method,bank,gateway,bank_status,gateway_status,auth_status,capture_status,merchant_order_status,merchant_fulfillment_status,webhook_status,webhook_http_code,webhook_attempt_count,settlement_status,refund_status,bank_reversal_status,bank_latency_ms,gateway_latency_ms,transaction_age_seconds,time_of_day_hour,retry_count,amount_deviation_score,historical_merchant_failure_rate,is_amount_matched,is_duplicate_candidate,target_incident_class
3345.2,UPI,INDUSIND,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,EXPIRED,UNFULFILLED,FAILED,502,4,ON_HOLD,NONE,NONE,523,810,140845,8,0,0.7606,0.059,1,0,MISSING_WEBHOOK
1037.24,NET_BANKING,AXIS,BILLDESK,PENDING,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,2,PENDING,NONE,NONE,59917,64008,81833,9,0,-0.0571,0.0595,1,0,DELAYED_CONFIRMATION
2000.75,UPI,AXIS,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PENDING_PAYMENT,UNFULFILLED,DROPPED,502,2,ON_HOLD,NONE,NONE,564,711,238625,17,0,0.053,0.0462,1,0,MISSING_WEBHOOK
681.66,UPI,HDFC,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,603,757,189672,19,0,0.623,0.0454,1,0,NORMAL
1489.67,DEBIT_CARD,ICICI,BILLDESK,SUCCESS,FAILED,TIMEOUT,FAILED,CANCELLED,CANCELLED,DELIVERED,200,1,ON_HOLD,PROCESSED,CREDITED_TO_CUSTOMER,968,58517,160708,4,0,-0.5744,0.0398,1,0,BANK_DEBIT_GATEWAY_FAILURE
539.93,UPI,HDFC,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,491,592,212666,4,0,-0.1693,0.028,1,0,NORMAL
4038.14,UPI,INDUSIND,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,342,590,1212,0,0,0.1538,0.0478,1,0,NORMAL
3439.18,DEBIT_CARD,SBI,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,REFUNDED,RETURNED,DELIVERED,200,1,REVERSED,PENDING,AWAITING_ACK,322,587,226730,13,0,-0.0174,0.0424,1,0,REFUND_UNCERTAINTY
1787.94,UPI,INDUSIND,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,DISCREPANCY,NONE,NONE,470,609,243190,12,0,0.652,0.0436,1,0,SETTLEMENT_MISMATCH
6692.92,UPI,PNB,RAZORPAY,PENDING,SUCCESS,AUTHORIZED,CAPTURED,PROCESSING,PROCESSING,DELIVERED,200,2,PENDING,NONE,NONE,71568,74702,71026,8,0,0.3944,0.0648,1,0,DELAYED_CONFIRMATION
1964.6,CREDIT_CARD,KOTAK,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,617,861,542,14,0,0.034,0.0438,1,0,NORMAL
363.96,UPI,YES_BANK,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,CANCELLED,CANCELLED,DELIVERED,200,1,ON_HOLD,PROCESSED,NONE,264086,265155,240794,19,0,-0.4945,0.0396,1,0,ORDER_PAYMENT_CONFLICT
9705.93,UPI,SBI,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,285,376,82402,0,0,1.7731,0.0444,1,0,NORMAL
19579.34,UPI,PNB,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,2519,3111,35160,2,0,0.5663,0.0692,1,0,NORMAL
3122.27,UPI,PNB,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,616,888,77779,1,0,-0.1079,0.0472,1,0,NORMAL
12509.95,CREDIT_CARD,PNB,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PENDING_PAYMENT,UNFULFILLED,FAILED,502,5,ON_HOLD,NONE,NONE,685,836,155982,3,0,0.0008,0.0709,1,0,MISSING_WEBHOOK
732.53,DEBIT_CARD,KOTAK,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,581,814,208892,15,0,0.0174,0.0376,1,0,NORMAL
11193.56,UPI,PNB,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,608,868,159597,21,0,-0.1045,0.0747,1,0,NORMAL
1129.92,UPI,ICICI,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,206,440,43006,5,0,-0.4053,0.0449,1,0,NORMAL
19472.73,UPI,KOTAK,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,509,694,50322,10,0,0.5578,0.0771,1,0,NORMAL
1305.73,DEBIT_CARD,ICICI,BILLDESK,SUCCESS,FAILED,TIMEOUT,NOT_REQUESTED,CANCELLED,CANCELLED,FAILED,504,1,ON_HOLD,INITIATED,NOT_INITIATED,1149,90070,209709,0,0,2.1089,0.0462,1,0,BANK_DEBIT_GATEWAY_FAILURE
618.54,UPI,HDFC,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,567,806,51964,3,0,-0.0484,0.0299,1,0,NORMAL
1211.78,CREDIT_CARD,AXIS,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,DISCREPANCY,NONE,NONE,658,803,116642,15,0,0.1279,0.0462,1,0,SETTLEMENT_MISMATCH
956.8,UPI,PNB,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PENDING_PAYMENT,UNFULFILLED,FAILED,504,5,ON_HOLD,NONE,NONE,560,678,36640,8,0,0.9933,0.0431,1,0,MISSING_WEBHOOK
3520.73,DEBIT_CARD,AXIS,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,1439,1946,26370,4,0,2.2007,0.0485,1,0,NORMAL
5896.11,UPI,INDUSIND,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,539,726,176613,9,0,-0.5283,0.0695,1,0,NORMAL
921.88,UPI,KOTAK,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,REFUNDED,RETURNED,DELIVERED,200,1,REVERSED,MANUAL_INTERVENTION_REQUIRED,AWAITING_ACK,709,947,57199,7,0,0.9206,0.0475,1,0,REFUND_UNCERTAINTY
557.97,CREDIT_CARD,YES_BANK,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,ON_HOLD,NONE,AWAITING_ACK,592,771,33797,19,2,0.3285,0.0437,1,1,DUPLICATE_PAYMENT
12439.3,UPI,ICICI,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,CANCELLED,UNFULFILLED,DROPPED,0,3,ON_HOLD,NONE,NONE,612,902,246836,17,0,-0.0049,0.0731,1,0,MISSING_WEBHOOK
1300.59,DEBIT_CARD,SBI,STRIPE,PENDING,SUCCESS,AUTHORIZED,FAILED,PAID,UNFULFILLED,DELIVERED,504,1,DISCREPANCY,FAILED,NOT_INITIATED,5925,69250,53924,11,3,1.0009,0.0307,1,0,UNRESOLVED
1082.89,UPI,AXIS,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PENDING_PAYMENT,UNFULFILLED,DROPPED,504,3,ON_HOLD,NONE,NONE,256,519,40800,22,0,0.504,0.0361,1,0,MISSING_WEBHOOK
2596.49,UPI,AXIS,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,DISCREPANCY,NONE,NONE,711,869,247349,15,0,-0.2238,0.0448,1,0,SETTLEMENT_MISMATCH
3277.75,UPI,AXIS,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,3,SETTLED,NONE,NONE,115,407,147038,20,0,0.1706,0.027,1,0,NORMAL
13942.56,UPI,YES_BANK,PAYU,DEBITED,FAILED,TIMEOUT,FAILED,CANCELLED,CANCELLED,FAILED,0,1,ON_HOLD,NONE,NOT_INITIATED,935,81199,232187,16,0,2.9836,0.0318,1,0,BANK_DEBIT_GATEWAY_FAILURE
7367.04,EMI,AXIS,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,262,509,217101,21,1,0.5348,0.0613,1,0,NORMAL
176.51,DEBIT_CARD,INDUSIND,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,280,394,211627,10,0,-0.7284,0.0227,1,0,NORMAL
3959.92,NET_BANKING,ICICI,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,REFUNDED,RETURNED,DELIVERED,200,1,REVERSED,PENDING,AWAITING_ACK,700,822,253059,7,0,1.0842,0.0576,1,0,REFUND_UNCERTAINTY
5342.54,DEBIT_CARD,INDUSIND,CASHFREE,DEBITED,FAILED,TIMEOUT,FAILED,EXPIRED,CANCELLED,NONE,504,1,ON_HOLD,NONE,NOT_INITIATED,1457,63155,3328,20,0,0.113,0.0642,1,0,BANK_DEBIT_GATEWAY_FAILURE
188.78,UPI,INDUSIND,RAZORPAY,SUCCESS,FAILED,TIMEOUT,FAILED,CANCELLED,CANCELLED,FAILED,0,1,ON_HOLD,INITIATED,NOT_INITIATED,1312,90389,215559,2,0,-0.5505,0.0384,1,0,BANK_DEBIT_GATEWAY_FAILURE
3738.76,UPI,AXIS,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,CANCELLED,CANCELLED,DELIVERED,200,1,ON_HOLD,PROCESSED,NONE,313891,314827,169870,19,0,-0.2211,0.0519,1,0,ORDER_PAYMENT_CONFLICT
1531.43,CREDIT_CARD,PNB,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,4174,4759,247390,23,0,0.3922,0.0575,1,0,NORMAL
12632.8,UPI,YES_BANK,CASHFREE,SUCCESS,FAILED,TIMEOUT,FAILED,CANCELLED,CANCELLED,DELIVERED,200,1,ON_HOLD,NONE,NOT_INITIATED,1050,61101,19360,10,0,0.0106,0.0792,1,0,BANK_DEBIT_GATEWAY_FAILURE
442.04,UPI,KOTAK,BILLDESK,DEBITED,FAILED,FAILED,NOT_REQUESTED,CANCELLED,CANCELLED,NONE,504,1,ON_HOLD,PROCESSED,CREDITED_TO_CUSTOMER,707,92954,116340,5,0,-0.0791,0.0445,1,0,BANK_DEBIT_GATEWAY_FAILURE
9565.66,UPI,AXIS,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,611,825,152326,2,0,0.9928,0.0608,1,0,NORMAL
517.05,DEBIT_CARD,INDUSIND,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,270,431,176846,23,0,0.2311,0.0316,1,0,NORMAL
1277.97,UPI,AXIS,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,3953,4713,107805,12,0,-0.7338,0.0551,1,0,NORMAL
682.75,UPI,AXIS,PAYU,SUCCESS,FAILED,FAILED,FAILED,FAILED,RETURNED,RETRYING,500,1,FAILED,PENDING,REJECTED_BY_BANK,16754,61590,200671,4,2,-0.0517,0.021,1,0,UNRESOLVED
562.84,UPI,KOTAK,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,598,875,202703,5,0,0.1726,0.0405,1,0,NORMAL
3483.89,UPI,INDUSIND,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,CANCELLED,CANCELLED,DELIVERED,200,1,ON_HOLD,NONE,NONE,270723,271973,168261,11,0,-0.0046,0.0315,1,0,ORDER_PAYMENT_CONFLICT
3542.48,UPI,SBI,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,DISCREPANCY,NONE,NONE,626,826,200790,19,0,0.0409,0.0375,1,0,SETTLEMENT_MISMATCH
605.92,UPI,ICICI,CASHFREE,SUCCESS,FAILED,TIMEOUT,FAILED,FAILED,CANCELLED,FAILED,0,1,ON_HOLD,NONE,NOT_INITIATED,684,65392,31876,9,0,-0.4492,0.0539,1,0,BANK_DEBIT_GATEWAY_FAILURE
1373.13,NET_BANKING,PNB,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,643,903,95988,15,0,0.2483,0.0532,1,0,NORMAL
2003.96,UPI,YES_BANK,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,577,706,174849,19,0,-0.2843,0.0199,1,0,NORMAL
3457.37,NET_BANKING,KOTAK,CASHFREE,SUCCESS,FAILED,FAILED,FAILED,CANCELLED,CANCELLED,DELIVERED,200,1,ON_HOLD,NONE,NOT_INITIATED,701,67546,109157,7,0,0.2348,0.0124,1,0,BANK_DEBIT_GATEWAY_FAILURE
267.94,UPI,PNB,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,REFUNDED,RETURNED,DELIVERED,200,1,REVERSED,MANUAL_INTERVENTION_REQUIRED,AWAITING_ACK,675,791,184386,22,0,-0.362,0.0316,1,0,REFUND_UNCERTAINTY
830.31,UPI,ICICI,STRIPE,SUCCESS,FAILED,TIMEOUT,FAILED,CANCELLED,CANCELLED,FAILED,500,1,ON_HOLD,PROCESSED,CREDITED_TO_CUSTOMER,751,72369,193971,5,0,0.2774,0.0308,1,0,BANK_DEBIT_GATEWAY_FAILURE
2454.68,UPI,KOTAK,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,DISCREPANCY,NONE,NONE,272,503,40345,8,0,-0.2285,0.0362,1,0,SETTLEMENT_MISMATCH
306.35,NET_BANKING,HDFC,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,395,607,81110,20,0,-0.7215,0.0444,1,0,NORMAL
3481.33,UPI,HDFC,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,294,399,57765,2,0,-0.2747,0.0577,1,0,NORMAL
2375.66,UPI,ICICI,PAYU,SUCCESS,TIMED_OUT,TIMEOUT,FAILED,EXPIRED,CANCELLED,DELIVERED,200,1,ON_HOLD,PROCESSED,CREDITED_TO_CUSTOMER,936,94066,119812,21,0,-0.5051,0.0628,1,0,BANK_DEBIT_GATEWAY_FAILURE
584.87,DEBIT_CARD,SBI,STRIPE,DEBITED,PENDING,FAILED,NOT_REQUESTED,EXPIRED,CANCELLED,FAILED,0,1,ON_HOLD,PROCESSED,CREDITED_TO_CUSTOMER,875,52305,232508,17,0,-0.1877,0.0288,1,0,BANK_DEBIT_GATEWAY_FAILURE
491.51,CREDIT_CARD,SBI,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,200,341,13598,22,0,-0.2438,0.0208,1,0,NORMAL
192.78,UPI,SBI,CASHFREE,SUCCESS,FAILED,TIMEOUT,FAILED,CANCELLED,CANCELLED,DELIVERED,200,1,ON_HOLD,INITIATED,NOT_INITIATED,1155,81404,88700,18,0,-0.7323,0.0236,1,0,BANK_DEBIT_GATEWAY_FAILURE
800.51,CREDIT_CARD,KOTAK,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,2,SETTLED,NONE,NONE,423,610,138917,6,0,0.6677,0.03,1,0,NORMAL
938.57,UPI,INDUSIND,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,3818,4130,132592,11,0,-0.1468,0.0529,1,0,NORMAL
445.03,UPI,YES_BANK,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,CANCELLED,CANCELLED,DELIVERED,200,1,ON_HOLD,PROCESSED,NONE,265345,266312,71191,23,0,-0.3153,0.0391,1,0,ORDER_PAYMENT_CONFLICT
5401.8,DEBIT_CARD,KOTAK,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,424,574,164328,15,0,0.1254,0.059,1,0,NORMAL
887.78,UPI,YES_BANK,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,DISCREPANCY,NONE,NONE,664,898,133915,17,0,-0.4535,0.0505,1,0,SETTLEMENT_MISMATCH
12167.8,CREDIT_CARD,HDFC,STRIPE,DEBITED,FAILED,FAILED,FAILED,CANCELLED,CANCELLED,DELIVERED,200,1,ON_HOLD,INITIATED,NOT_INITIATED,1278,72797,206221,8,0,-0.0266,0.0684,1,0,BANK_DEBIT_GATEWAY_FAILURE
920.14,WALLET,AXIS,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,482,592,8182,0,0,-0.1635,0.0528,1,0,NORMAL
263.58,CREDIT_CARD,KOTAK,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PENDING_PAYMENT,UNFULFILLED,FAILED,404,2,PENDING,NONE,NONE,481,696,50932,17,0,-0.3724,0.0466,1,0,MISSING_WEBHOOK
2146.65,UPI,PNB,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,DISCREPANCY,NONE,NONE,454,536,37111,3,0,-0.3643,0.0331,1,0,SETTLEMENT_MISMATCH
544.89,UPI,ICICI,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,530,631,248746,0,0,-0.1617,0.0303,1,0,NORMAL
347.86,UPI,KOTAK,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,526,779,203051,13,0,-0.6838,0.0522,1,0,NORMAL
2676.44,UPI,KOTAK,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PENDING_PAYMENT,UNFULFILLED,DROPPED,500,5,PENDING,NONE,NONE,476,573,165402,14,0,1.4331,0.0441,1,0,MISSING_WEBHOOK
752.18,UPI,PNB,PAYU,DEBITED,FAILED,FAILED,NOT_REQUESTED,CANCELLED,CANCELLED,NONE,500,1,ON_HOLD,PROCESSED,CREDITED_TO_CUSTOMER,1103,57183,38304,7,0,0.0447,0.0237,1,0,BANK_DEBIT_GATEWAY_FAILURE
5874.53,CREDIT_CARD,INDUSIND,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,2,SETTLED,NONE,NONE,396,496,177690,6,0,-0.53,0.0608,1,0,NORMAL
2608.51,UPI,ICICI,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,487,751,214553,19,0,-0.0684,0.0285,1,0,NORMAL
7311.74,CREDIT_CARD,ICICI,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,DISCREPANCY,NONE,NONE,725,897,207341,17,0,-0.3605,0.0611,1,0,SETTLEMENT_MISMATCH
330.74,EMI,YES_BANK,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,EXPIRED,UNFULFILLED,DROPPED,504,2,ON_HOLD,NONE,NONE,264,473,246987,15,0,-0.4912,0.0333,1,0,MISSING_WEBHOOK
363.4,DEBIT_CARD,KOTAK,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,200,379,123803,21,0,-0.1348,0.041,1,0,NORMAL
877.76,CREDIT_CARD,PNB,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,269,524,63320,12,0,0.3504,0.0341,1,0,NORMAL
347.61,UPI,ICICI,STRIPE,REVERSED,PENDING,TIMEOUT,CAPTURED,PAID,RETURNED,RETRYING,504,1,ON_HOLD,FAILED,AWAITING_ACK,61780,47303,28612,1,3,-0.1724,0.0374,1,0,UNRESOLVED
506.25,CREDIT_CARD,HDFC,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,406,603,124474,0,0,0.2054,0.0361,1,0,NORMAL
306.4,UPI,ICICI,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,378,600,227606,23,0,-0.5744,0.0369,1,0,NORMAL
15158.22,CREDIT_CARD,SBI,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,2971,3747,104242,2,0,0.2127,0.0696,1,0,NORMAL
373.05,CREDIT_CARD,AXIS,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,736,922,34376,11,1,-0.4261,0.0263,1,0,NORMAL
2173.9,CREDIT_CARD,YES_BANK,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,370,643,130366,19,0,0.1442,0.042,1,0,NORMAL
4928.66,UPI,INDUSIND,BILLDESK,SUCCESS,FAILED,TIMEOUT,NOT_REQUESTED,CANCELLED,CANCELLED,FAILED,504,1,ON_HOLD,INITIATED,NOT_INITIATED,309,63299,194264,22,0,0.4082,0.0324,1,0,BANK_DEBIT_GATEWAY_FAILURE
332.45,UPI,KOTAK,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,RETRYING,200,2,SETTLED,NONE,NONE,87563,93342,129615,6,0,-0.3074,0.0492,1,0,DELAYED_CONFIRMATION
414.62,UPI,AXIS,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,CANCELLED,UNFULFILLED,TIMED_OUT,502,3,ON_HOLD,NONE,NONE,196,341,153697,14,0,-0.3621,0.0297,1,0,MISSING_WEBHOOK
632.49,CREDIT_CARD,AXIS,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,433,674,157963,15,1,-0.0269,0.0361,1,0,NORMAL
705.07,DEBIT_CARD,KOTAK,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,4362,4731,214282,16,0,0.4689,0.0415,1,0,NORMAL
1044.0,UPI,AXIS,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,CANCELLED,CANCELLED,DELIVERED,200,1,ON_HOLD,INITIATED,NONE,264571,265303,210139,22,0,-0.0509,0.0553,1,0,ORDER_PAYMENT_CONFLICT
310.82,CREDIT_CARD,HDFC,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,ON_HOLD,NONE,AWAITING_ACK,304,497,10638,9,4,-0.5683,0.0335,1,1,DUPLICATE_PAYMENT
1744.92,CREDIT_CARD,ICICI,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,2108,2787,242739,15,1,1.4235,0.0278,1,0,NORMAL
1272.31,WALLET,KOTAK,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,690,848,67825,0,0,1.6506,0.0347,1,0,NORMAL
596.22,UPI,ICICI,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,415,609,126948,20,0,0.4196,0.0372,1,0,NORMAL
419.98,UPI,ICICI,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,212,438,25917,6,0,-0.4167,0.0236,1,0,NORMAL
3115.74,UPI,ICICI,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,2074,2712,100945,12,0,-0.1098,0.0356,1,0,NORMAL
2560.8,NET_BANKING,HDFC,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,DISCREPANCY,NONE,NONE,110,390,169725,1,0,-0.4442,0.0659,1,0,SETTLEMENT_MISMATCH
3471.64,UPI,HDFC,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,DISCREPANCY,NONE,NONE,312,611,168026,13,0,0.2864,0.0256,1,0,SETTLEMENT_MISMATCH
476.56,UPI,AXIS,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,659,948,56688,21,0,-0.2668,0.0215,1,0,NORMAL
853.9,CREDIT_CARD,AXIS,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,196,412,235347,3,0,0.3137,0.0218,1,0,NORMAL
422.3,NET_BANKING,INDUSIND,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PROCESSING,PROCESSING,DELIVERED,200,1,SETTLED,NONE,NONE,85560,88601,178422,7,0,-0.1202,0.0392,1,0,DELAYED_CONFIRMATION
5970.3,WALLET,KOTAK,PAYU,REVERSED,SUCCESS,TIMEOUT,FAILED,CANCELLED,RETURNED,DELIVERED,200,1,FAILED,FAILED,NOT_INITIATED,11740,79120,196967,18,1,0.7058,0.0387,1,0,UNRESOLVED
