payment_id,merchant_id,amount,payment_method,bank,gateway,bank_status,gateway_status,auth_status,capture_status,merchant_order_status,merchant_fulfillment_status,webhook_status,webhook_http_code,webhook_attempt_count,settlement_status,refund_status,bank_reversal_status,bank_latency_ms,gateway_latency_ms,transaction_age_seconds,time_of_day_hour,retry_count,amount_deviation_score,historical_merchant_failure_rate,is_amount_matched,is_duplicate_candidate,target_incident_class
pay_synth_0004691,merch_tatacliq,4567.6,UPI,AXIS,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,DISCREPANCY,PROCESSED,CREDITED_TO_CUSTOMER,219,370,121457,9,4,-0.0484,0.054,1,1,DUPLICATE_PAYMENT
pay_synth_0006886,merch_blinkit,257.58,UPI,HDFC,CASHFREE,REVERSED,FAILED,TIMEOUT,CAPTURED,CANCELLED,CANCELLED,FAILED,0,1,DISCREPANCY,PENDING,AWAITING_ACK,31871,31871,73414,16,2,-0.3867,0.0382,1,0,UNRESOLVED
pay_synth_0002319,merch_myntra,1359.17,DEBIT_CARD,PNB,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,472,641,3825,3,0,-0.2846,0.0583,1,0,NORMAL
pay_synth_0004867,merch_swiggy,728.89,UPI,KOTAK,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,DISCREPANCY,INITIATED,AWAITING_ACK,514,644,26703,5,3,0.1214,0.0284,1,1,DUPLICATE_PAYMENT
pay_synth_0000694,merch_myntra,2749.49,UPI,SBI,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,506,712,92464,12,0,0.4471,0.0429,1,0,NORMAL
pay_synth_0001514,merch_amazon_in,913.65,EMI,KOTAK,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,627,776,133687,8,0,-0.6737,0.0257,1,0,NORMAL
pay_synth_0002847,merch_zepto,337.13,WALLET,INDUSIND,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,761,834,22546,18,0,-0.2976,0.0358,1,0,NORMAL
pay_synth_0006817,merch_bookmyshow,338.44,UPI,YES_BANK,RAZORPAY,PENDING,TIMED_OUT,TIMEOUT,CAPTURED,PENDING_PAYMENT,PROCESSING,DROPPED,200,1,PENDING,PENDING,CREDITED_TO_CUSTOMER,119811,132498,249042,10,1,-0.6923,0.0442,1,0,UNRESOLVED
pay_synth_0006150,merch_makemytrip,14589.31,NET_BANKING,SBI,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,CANCELLED,CANCELLED,DELIVERED,200,1,ON_HOLD,PROCESSED,NONE,185453,187204,45939,1,0,0.1671,0.0699,1,0,ORDER_PAYMENT_CONFLICT
pay_synth_0000111,merch_swiggy,205.55,UPI,ICICI,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,219,372,36100,4,0,-0.6838,0.0275,1,0,NORMAL
pay_synth_0003019,merch_zepto,366.17,CREDIT_CARD,ICICI,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,2,SETTLED,NONE,NONE,487,674,222079,18,0,-0.2371,0.0482,1,0,NORMAL
pay_synth_0005983,merch_tatacliq,15854.26,UPI,SBI,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,DISCREPANCY,NONE,NONE,425,678,142927,6,0,0.0873,0.0664,1,0,SETTLEMENT_MISMATCH
pay_synth_0003136,merch_zomato,939.22,DEBIT_CARD,ICICI,BILLDESK,SUCCESS,PENDING,AUTHORIZED,CAPTURED,PROCESSING,PROCESSING,SCHEDULED,200,1,SETTLED,NONE,NONE,45947,50427,97881,14,0,0.3045,0.0284,1,0,DELAYED_CONFIRMATION
pay_synth_0002339,merch_flipkart,3514.86,CREDIT_CARD,ICICI,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,740,832,225520,12,0,0.0042,0.0476,1,0,NORMAL
pay_synth_0006335,merch_myntra,1773.79,UPI,INDUSIND,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,CANCELLED,CANCELLED,DELIVERED,200,1,ON_HOLD,NONE,NONE,154678,155985,31163,21,0,-0.0664,0.0537,1,0,ORDER_PAYMENT_CONFLICT
pay_synth_0003025,merch_bookmyshow,358.25,UPI,YES_BANK,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,679,909,120974,22,0,-0.6743,0.0449,1,0,NORMAL
pay_synth_0000857,merch_amazon_in,1699.28,UPI,PNB,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,487,577,105189,21,0,-0.3931,0.0151,1,0,NORMAL
pay_synth_0005748,merch_blinkit,474.2,CREDIT_CARD,ICICI,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,DISCREPANCY,NONE,NONE,522,805,154988,6,0,0.0408,0.0399,1,0,SETTLEMENT_MISMATCH
pay_synth_0004597,merch_blinkit,355.57,UPI,AXIS,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PENDING_PAYMENT,UNFULFILLED,DROPPED,502,4,ON_HOLD,NONE,NONE,289,396,213694,4,0,-0.1534,0.0355,1,0,MISSING_WEBHOOK
pay_synth_0005996,merch_zomato,798.02,UPI,AXIS,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,DISCREPANCY,NONE,NONE,472,737,60715,20,0,0.0547,0.0335,1,0,SETTLEMENT_MISMATCH
pay_synth_0005494,merch_bookmyshow,3837.83,NET_BANKING,AXIS,PAYU,REVERSED,SUCCESS,AUTHORIZED,CAPTURED,REFUNDED,RETURNED,DELIVERED,200,1,REVERSED,MANUAL_INTERVENTION_REQUIRED,AWAITING_ACK,684,862,82932,23,0,2.4889,0.0529,1,0,REFUND_UNCERTAINTY
pay_synth_0004884,merch_blinkit,558.62,UPI,YES_BANK,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,ON_HOLD,INITIATED,AWAITING_ACK,345,482,185188,13,1,0.33,0.0419,1,1,DUPLICATE_PAYMENT
pay_synth_0001898,merch_myntra,4958.2,CREDIT_CARD,PNB,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,878,1138,18067,20,0,1.6096,0.0482,1,0,NORMAL
pay_synth_0004363,merch_zomato,849.98,UPI,AXIS,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,CANCELLED,UNFULFILLED,DROPPED,0,5,PENDING,NONE,NONE,534,747,10445,22,0,0.1805,0.0219,1,0,MISSING_WEBHOOK
pay_synth_0001967,merch_swiggy,577.42,NET_BANKING,SBI,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,411,705,126082,16,0,-0.1117,0.0203,1,0,NORMAL
pay_synth_0005654,merch_zepto,944.57,CREDIT_CARD,HDFC,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,DISCREPANCY,NONE,NONE,194,308,167564,14,0,0.0321,0.0416,1,0,SETTLEMENT_MISMATCH
pay_synth_0002019,merch_makemytrip,18301.43,UPI,HDFC,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,362,577,113401,17,0,0.4641,0.0758,1,0,NORMAL
pay_synth_0002408,merch_makemytrip,20564.54,UPI,HDFC,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,2605,3673,121379,21,0,0.6452,0.0623,1,0,NORMAL
pay_synth_0003001,merch_zomato,229.19,UPI,AXIS,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,248,350,234578,16,0,-0.6817,0.025,1,0,NORMAL
pay_synth_0002303,merch_flipkart,2779.8,CREDIT_CARD,KOTAK,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,437,525,54455,20,0,-0.2058,0.0301,1,0,NORMAL
pay_synth_0001469,merch_bookmyshow,536.75,EMI,YES_BANK,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,698,914,124400,16,0,-0.512,0.0584,1,0,NORMAL
pay_synth_0005145,merch_flipkart,6034.79,UPI,PNB,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,DISCREPANCY,INITIATED,AWAITING_ACK,267,520,159832,10,2,0.7242,0.0388,1,1,DUPLICATE_PAYMENT
pay_synth_0002964,merch_myntra,1007.95,CREDIT_CARD,PNB,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,515,780,5599,18,1,-0.4695,0.0529,1,1,NORMAL
pay_synth_0006132,merch_amazon_in,2016.12,UPI,KOTAK,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,CANCELLED,CANCELLED,DELIVERED,200,1,ON_HOLD,PROCESSED,NONE,119976,120515,151617,3,0,-0.28,0.013,1,0,ORDER_PAYMENT_CONFLICT
pay_synth_0004025,merch_makemytrip,8319.01,NET_BANKING,INDUSIND,BILLDESK,DEBITED,TIMED_OUT,TIMEOUT,FAILED,CANCELLED,CANCELLED,DELIVERED,200,1,ON_HOLD,PROCESSED,CREDITED_TO_CUSTOMER,2310,68004,50884,15,0,-0.3345,0.0604,1,0,BANK_DEBIT_GATEWAY_FAILURE
pay_synth_0005221,merch_zomato,2100.89,UPI,KOTAK,STRIPE,REVERSED,SUCCESS,AUTHORIZED,CAPTURED,REFUNDED,RETURNED,DELIVERED,200,1,ON_HOLD,PENDING,NOT_INITIATED,743,949,209174,9,0,1.9179,0.0306,1,0,REFUND_UNCERTAINTY
pay_synth_0000108,merch_amazon_in,3109.2,UPI,INDUSIND,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,631,829,177844,11,0,0.1104,0.0207,1,0,NORMAL
pay_synth_0000030,merch_blinkit,352.57,UPI,YES_BANK,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,225,486,66803,6,0,-0.1605,0.0421,1,0,NORMAL
pay_synth_0003816,merch_myntra,647.91,UPI,INDUSIND,PAYU,SUCCESS,FAILED,FAILED,FAILED,CANCELLED,CANCELLED,DELIVERED,200,1,ON_HOLD,INITIATED,NOT_INITIATED,2336,37899,184420,18,0,-0.659,0.0468,1,0,BANK_DEBIT_GATEWAY_FAILURE
pay_synth_0003115,merch_zepto,606.18,CREDIT_CARD,YES_BANK,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,2,SETTLED,NONE,NONE,82469,83749,120087,23,0,0.2629,0.0384,1,0,DELAYED_CONFIRMATION
pay_synth_0005285,merch_swiggy,1716.85,UPI,AXIS,PAYU,REVERSED,SUCCESS,AUTHORIZED,CAPTURED,REFUNDED,RETURNED,DELIVERED,200,1,REVERSED,MANUAL_INTERVENTION_REQUIRED,AWAITING_ACK,236,400,23042,20,0,1.6413,0.0282,1,0,REFUND_UNCERTAINTY
pay_synth_0002663,merch_myntra,2718.8,UPI,PNB,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,293,404,163618,5,0,0.4309,0.0476,1,0,NORMAL
pay_synth_0005957,merch_flipkart,3250.73,UPI,KOTAK,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,DISCREPANCY,NONE,NONE,586,796,60926,11,0,0.0634,0.0459,1,0,SETTLEMENT_MISMATCH
pay_synth_0000752,merch_myntra,844.38,CREDIT_CARD,YES_BANK,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,405,672,26586,12,0,-0.5556,0.0445,1,0,NORMAL
pay_synth_0003133,merch_amazon_in,990.94,UPI,SBI,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,RETRYING,200,2,PENDING,NONE,NONE,76682,77535,53642,23,1,-0.6461,0.0129,1,1,DELAYED_CONFIRMATION
pay_synth_0000585,merch_zepto,535.34,CREDIT_CARD,YES_BANK,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,313,596,37892,3,0,0.1153,0.0462,1,0,NORMAL
pay_synth_0001221,merch_zomato,353.08,UPI,AXIS,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,187,427,230366,4,0,0.0063,0.0238,1,0,NORMAL
pay_synth_0002595,merch_amazon_in,4658.43,UPI,PNB,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,436,533,174170,13,0,0.6637,0.0231,1,0,NORMAL
pay_synth_0001776,merch_swiggy,294.41,UPI,ICICI,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,287,700,53318,3,0,-0.5471,0.0265,1,0,NORMAL
pay_synth_0005857,merch_zepto,126.42,UPI,AXIS,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,365,494,183910,13,0,0.0267,0.0383,1,0,SETTLEMENT_MISMATCH
pay_synth_0006015,merch_tatacliq,6398.21,CREDIT_CARD,PNB,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,ON_HOLD,NONE,NONE,520,690,124817,8,0,0.0612,0.0654,1,0,SETTLEMENT_MISMATCH
pay_synth_0000549,merch_blinkit,524.76,UPI,HDFC,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,7044,8521,124876,4,0,0.2494,0.0466,1,0,NORMAL
pay_synth_0005413,merch_zomato,455.2,CREDIT_CARD,HDFC,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,REFUNDED,RETURNED,DELIVERED,200,1,REVERSED,FAILED,AWAITING_ACK,225,397,3753,14,0,-0.3678,0.033,1,0,REFUND_UNCERTAINTY
pay_synth_0004311,merch_myntra,1951.25,EMI,PNB,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PENDING_PAYMENT,UNFULFILLED,DROPPED,0,2,ON_HOLD,NONE,NONE,652,905,160612,9,0,0.027,0.058,1,0,MISSING_WEBHOOK
pay_synth_0002922,merch_tatacliq,7505.37,CREDIT_CARD,SBI,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,4916,6317,70412,9,0,0.5636,0.0651,1,0,NORMAL
pay_synth_0006507,merch_bookmyshow,2354.81,UPI,HDFC,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,CANCELLED,CANCELLED,DELIVERED,200,1,ON_HOLD,PROCESSED,NONE,185290,186697,207129,11,0,1.1407,0.0459,1,0,ORDER_PAYMENT_CONFLICT
pay_synth_0006592,merch_zomato,355.17,UPI,KOTAK,RAZORPAY,DEBITED,SUCCESS,FAILED,AUTO_REFUNDED,CANCELLED,UNFULFILLED,DROPPED,502,1,PENDING,MANUAL_INTERVENTION_REQUIRED,REJECTED_BY_BANK,30845,30845,233642,6,0,-0.5067,0.0277,1,0,UNRESOLVED
pay_synth_0005763,merch_zomato,399.6,CREDIT_CARD,PNB,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,ON_HOLD,NONE,NONE,474,661,79463,20,0,0.0807,0.0233,1,0,SETTLEMENT_MISMATCH
pay_synth_0006742,merch_zomato,568.73,UPI,HDFC,PAYU,SUCCESS,SUCCESS,AUTHORIZED,PENDING,FAILED,PROCESSING,DELIVERED,404,1,ON_HOLD,MANUAL_INTERVENTION_REQUIRED,AWAITING_ACK,132019,141479,118452,5,3,-0.2101,0.0212,1,0,UNRESOLVED
pay_synth_0006846,merch_makemytrip,16248.57,DEBIT_CARD,KOTAK,CASHFREE,SUCCESS,FAILED,TIMEOUT,PENDING,CANCELLED,CANCELLED,RETRYING,200,1,ON_HOLD,NONE,CREDITED_TO_CUSTOMER,117520,124842,167435,9,1,0.2999,0.0774,1,0,UNRESOLVED
pay_synth_0001946,merch_zepto,384.53,UPI,PNB,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,3,SETTLED,NONE,NONE,414,618,224653,13,0,-0.1989,0.0452,1,0,NORMAL
pay_synth_0004914,merch_swiggy,714.62,DEBIT_CARD,KOTAK,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,ON_HOLD,INITIATED,AWAITING_ACK,215,459,116627,5,3,0.0994,0.0296,1,1,DUPLICATE_PAYMENT
pay_synth_0005787,merch_myntra,1781.88,UPI,INDUSIND,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,DISCREPANCY,NONE,NONE,224,393,42608,19,0,0.0322,0.0451,1,0,SETTLEMENT_MISMATCH
pay_synth_0000345,merch_bookmyshow,829.18,UPI,ICICI,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,293,536,75945,4,0,-0.2462,0.0562,1,0,NORMAL
pay_synth_0006230,merch_makemytrip,8556.9,WALLET,KOTAK,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,CANCELLED,CANCELLED,DELIVERED,200,1,ON_HOLD,NONE,NONE,229286,231339,194700,6,0,-0.3154,0.061,1,0,ORDER_PAYMENT_CONFLICT
pay_synth_0005222,merch_flipkart,3528.36,UPI,SBI,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,REFUNDED,RETURNED,DELIVERED,200,1,REVERSED,PENDING,REJECTED_BY_BANK,557,802,79405,16,0,0.0081,0.0444,1,0,REFUND_UNCERTAINTY
pay_synth_0001576,merch_bookmyshow,1076.73,UPI,AXIS,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,3,PENDING,NONE,NONE,562,647,69439,15,0,0.0162,0.0529,1,0,NORMAL
pay_synth_0002489,merch_amazon_in,2842.98,UPI,PNB,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,3,SETTLED,NONE,NONE,528,760,135791,4,0,0.0154,0.0235,1,0,NORMAL
pay_synth_0006563,merch_zepto,427.44,UPI,YES_BANK,STRIPE,PENDING,SUCCESS,NONE,CAPTURED,PENDING_PAYMENT,UNFULFILLED,RETRYING,0,1,PENDING,FAILED,CREDITED_TO_CUSTOMER,96688,107906,83190,23,3,-0.1095,0.0488,1,0,UNRESOLVED
pay_synth_0004162,merch_swiggy,866.85,CREDIT_CARD,INDUSIND,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PENDING_PAYMENT,UNFULFILLED,DROPPED,500,5,ON_HOLD,NONE,NONE,228,387,239746,13,0,0.3336,0.0305,1,0,MISSING_WEBHOOK
pay_synth_0002752,merch_blinkit,1079.3,DEBIT_CARD,HDFC,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,2,PENDING,NONE,NONE,696,964,53054,17,0,1.5698,0.045,1,0,NORMAL
pay_synth_0002869,merch_flipkart,4824.24,UPI,SBI,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,408,692,46517,22,0,0.3784,0.0457,1,0,NORMAL
pay_synth_0006094,merch_zepto,284.6,NET_BANKING,INDUSIND,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,EXPIRED,CANCELLED,DELIVERED,200,1,ON_HOLD,NONE,NONE,151891,154986,36091,23,0,-0.4071,0.0401,1,0,ORDER_PAYMENT_CONFLICT
pay_synth_0002127,merch_makemytrip,6154.85,UPI,HDFC,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,204,327,161533,8,0,-0.5076,0.0741,1,0,NORMAL
pay_synth_0000091,merch_zepto,508.79,UPI,SBI,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,251,367,105093,21,0,0.06,0.037,1,0,NORMAL
pay_synth_0003413,merch_blinkit,1387.4,CREDIT_CARD,HDFC,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,3,SETTLED,NONE,NONE,76002,79806,175507,15,1,2.3033,0.0423,1,1,DELAYED_CONFIRMATION
pay_synth_0004316,merch_swiggy,1188.59,UPI,ICICI,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PENDING_PAYMENT,UNFULFILLED,DROPPED,500,3,PENDING,NONE,NONE,471,700,233018,14,0,0.8286,0.0237,1,0,MISSING_WEBHOOK
pay_synth_0005160,merch_myntra,964.4,NET_BANKING,KOTAK,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,ON_HOLD,PROCESSED,CREDITED_TO_CUSTOMER,367,491,56458,22,1,-0.4924,0.0438,1,0,DUPLICATE_PAYMENT
pay_synth_0002228,merch_makemytrip,8718.74,CREDIT_CARD,KOTAK,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,340,597,131495,17,0,-0.3025,0.0655,1,0,NORMAL
pay_synth_0005867,merch_tatacliq,3235.99,UPI,HDFC,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,728,827,23925,14,0,0.0691,0.0507,1,0,SETTLEMENT_MISMATCH
pay_synth_0000625,merch_bookmyshow,2861.15,CREDIT_CARD,YES_BANK,STRIPE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,601,873,192426,9,0,1.601,0.0594,1,0,NORMAL
pay_synth_0000070,merch_blinkit,285.2,DEBIT_CARD,ICICI,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,1959,2959,181958,5,0,-0.321,0.0496,1,0,NORMAL
pay_synth_0000890,merch_zomato,1400.34,UPI,INDUSIND,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,311,428,194995,4,0,0.9449,0.0314,1,0,NORMAL
pay_synth_0005782,merch_blinkit,278.54,CREDIT_CARD,ICICI,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,DISCREPANCY,NONE,NONE,384,468,176101,13,0,0.0557,0.0426,1,0,SETTLEMENT_MISMATCH
pay_synth_0005305,merch_flipkart,2999.31,UPI,HDFC,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,REFUNDED,RETURNED,DELIVERED,200,1,ON_HOLD,MANUAL_INTERVENTION_REQUIRED,REJECTED_BY_BANK,357,646,249130,18,0,-0.1431,0.0468,1,0,REFUND_UNCERTAINTY
pay_synth_0004513,merch_bookmyshow,772.47,UPI,INDUSIND,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,CANCELLED,UNFULFILLED,FAILED,504,2,ON_HOLD,NONE,NONE,194,342,117690,0,0,-0.2978,0.0409,1,0,MISSING_WEBHOOK
pay_synth_0004606,merch_zomato,618.34,UPI,INDUSIND,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,EXPIRED,UNFULFILLED,TIMED_OUT,404,2,ON_HOLD,NONE,NONE,610,831,163691,21,0,-0.1412,0.0255,1,0,MISSING_WEBHOOK
pay_synth_0003870,merch_zepto,872.58,UPI,KOTAK,BILLDESK,DEBITED,FAILED,FAILED,NOT_REQUESTED,CANCELLED,CANCELLED,NONE,500,1,ON_HOLD,INITIATED,NOT_INITIATED,965,74960,116340,5,0,0.8179,0.0445,1,0,BANK_DEBIT_GATEWAY_FAILURE
pay_synth_0002955,merch_amazon_in,1584.5,CREDIT_CARD,KOTAK,RAZORPAY,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,PROCESSING,DELIVERED,200,1,PENDING,NONE,NONE,664,825,66477,3,0,-0.4341,0.0154,1,0,NORMAL
pay_synth_0000948,merch_myntra,1254.46,EMI,PNB,CASHFREE,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,221,363,216596,14,0,-0.3398,0.0523,1,0,NORMAL
pay_synth_0000878,merch_tatacliq,5489.78,UPI,SBI,BILLDESK,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,306,410,248757,19,0,0.1437,0.0698,1,0,NORMAL
pay_synth_0002949,merch_swiggy,581.05,CREDIT_CARD,KOTAK,PAYU,SUCCESS,SUCCESS,AUTHORIZED,CAPTURED,PAID,DELIVERED,DELIVERED,200,1,SETTLED,NONE,NONE,606,798,253301,9,0,-0.1061,0.0231,1,0,NORMAL
pay_synth_0006534,merch_amazon_in,5946.66,WALLET,ICICI,PAYU,SUCCESS,SUCCESS,NONE,AUTO_REFUNDED,PENDING_PAYMENT,PROCESSING,SCHEDULED,502,1,PENDING,NONE,CREDITED_TO_CUSTOMER,57310,114256,21631,20,1,1.1238,0.0285,1,0,UNRESOLVED
